method,path,name,kind,actor,auth_dependencies,response_model,module,consumer_match,consumer_match_fragment,consumers,destination,target,vertical,note
DELETE,/api/v1/companies/me/recruiters/{recruiter_id},delete_company_recruiter,api,recruiter:owner,current_active_company_recruiter|current_company_owner_recruiter,,app.routes.companyRoute,prefix,/api/v1/companies/me/recruiters,app/static/js/company-team.js,rest,DELETE /api/v1/companies/me/recruiters/{id},V5-TASK-050,
PATCH,/api/v1/companies/me/recruiters/{recruiter_id},update_company_recruiter,api,recruiter:owner,current_active_company_recruiter|current_company_owner_recruiter,CompanyRecruiterManagementRead,app.routes.companyRoute,prefix,/api/v1/companies/me/recruiters,app/static/js/company-team.js,rest,PATCH /api/v1/companies/me/recruiters/{id},V5-TASK-050,
GET,/api/v1/company_dashboard,get_company_dashboard,api,recruiter,current_active_company|current_active_company_recruiter,Dict,app.routes.dashboardRoute,exact,/api/v1/company_dashboard,app/static/js/company-candidates.js|app/static/js/company-dashboard.js,rest,GET /api/v1/companies/me/dashboard,V5-TASK-050,Correspondencia explicita en 5.2 del plan 08.
GET,/api/v1/conversations,list_conversations,api,student,current_active_user,list,app.routes.messageRoute,none,,,rest,GET /api/v1/conversations,V6-TASK-051,SIN CONSUMIDOR hoy: ninguna plantilla ni JS la llama. La estrena la pantalla React de mensajes (TASK-051) sobre el cursor de TASK-024.
POST,/api/v1/conversations/direct,create_direct_conversation,api,student,current_active_user,ConversationSummaryRead,app.routes.messageRoute,none,,,rest,POST /api/v1/conversations,V6-TASK-051,SIN CONSUMIDOR hoy. direct es el tipo de conversacion y va en el cuerpo
GET,/api/v1/conversations/{conversation_id}/messages,list_messages,api,student,current_active_user,list,app.routes.messageRoute,none,,,rest,GET /api/v1/conversations/{id}/messages,V6-TASK-051,SIN CONSUMIDOR hoy. Paginacion por cursor obligatoria (5.1 del plan 08 y TASK-024).
POST,/api/v1/conversations/{conversation_id}/messages,send_message,api,student,current_active_user,MessageRead,app.routes.messageRoute,none,,,rest,POST /api/v1/conversations/{id}/messages,V6-TASK-051,SIN CONSUMIDOR hoy.
POST,/api/v1/conversations/{conversation_id}/read,mark_conversation_read,api,student,current_active_user,ConversationReadReceipt,app.routes.messageRoute,none,,,rest,PUT /api/v1/conversations/{id}/read-receipts/me,V6-TASK-051,SIN CONSUMIDOR hoy. Marcar leido es una relacion idempotente del actor.
GET,/api/v1/dashboard/stats,get_dashboard_stats,api,student,current_active_user,Dict,app.routes.dashboardRoute,none,,,rest,GET /api/v1/dashboard/student,V3-TASK-048,SIN CONSUMIDOR en el frontend: dashboard.js llama students_dashboard. Solo lo cubren tests. Se funde con students_dashboard en el presenter unico de 5.2.
DELETE,/api/v1/delete_post/{post_id},delete_post,api,student,current_active_user,,app.routes.postRoute,none,,,retire,DELETE /api/v1/community-posts/{id},V6-TASK-051,SIN CONSUMIDOR: API de posts legacy anterior a las comunidades. Verificar cero trafico antes de retirar (TASK-059).
GET,/api/v1/friends,list_friends,api,student,current_active_user,list,app.routes.friendshipRoute,exact,/api/v1/friends,app/static/js/community_feed.js|app/static/js/userProfile.js,rest,GET /api/v1/friends,V6-TASK-051,Coleccion: exige limite de servidor y paginacion (TASK-041).
POST,/api/v1/friends/requests,send_friend_request,api,student,current_active_user,FriendRequestRead,app.routes.friendshipRoute,exact,/api/v1/friends/requests,app/static/js/community_feed.js|app/static/js/userProfile.js,rest,POST /api/v1/friend-requests,V6-TASK-051,La solicitud es un recurso propio; 5.2 ya usa /friend-requests para el accept.
GET,/api/v1/friends/requests/incoming,list_incoming_friend_requests,api,student,current_active_user,list,app.routes.friendshipRoute,exact,/api/v1/friends/requests/incoming,app/static/js/userProfile.js,rest,GET /api/v1/friend-requests?direction=incoming,V6-TASK-051,Direccion como filtro y no como path: es la misma coleccion.
GET,/api/v1/friends/requests/outgoing,list_outgoing_friend_requests,api,student,current_active_user,list,app.routes.friendshipRoute,exact,/api/v1/friends/requests/outgoing,app/static/js/userProfile.js,rest,GET /api/v1/friend-requests?direction=outgoing,V6-TASK-051,Direccion como filtro y no como path: es la misma coleccion.
POST,/api/v1/friends/requests/{request_id}/accept,accept_friend_request,api,student,current_active_user,FriendRequestRead,app.routes.friendshipRoute,prefix,/api/v1/friends/requests,app/static/js/community_feed.js|app/static/js/userProfile.js,rest,PATCH /api/v1/friend-requests/{id},V6-TASK-051,Correspondencia explicita en 5.2 del plan 08: {status: accepted}.
POST,/api/v1/friends/requests/{request_id}/cancel,cancel_friend_request,api,student,current_active_user,FriendRequestRead,app.routes.friendshipRoute,prefix,/api/v1/friends/requests,app/static/js/community_feed.js|app/static/js/userProfile.js,rest,PATCH /api/v1/friend-requests/{id},V6-TASK-051,Mismo PATCH con {status: cancelled}.
POST,/api/v1/friends/requests/{request_id}/reject,reject_friend_request,api,student,current_active_user,FriendRequestRead,app.routes.friendshipRoute,prefix,/api/v1/friends/requests,app/static/js/community_feed.js|app/static/js/userProfile.js,rest,PATCH /api/v1/friend-requests/{id},V6-TASK-051,Mismo PATCH con {status: rejected}.
GET,/api/v1/friends/status,get_friendship_statuses,api,student,current_active_user,list,app.routes.friendshipRoute,exact,/api/v1/friends/status,app/static/js/community_feed.js,rest,GET /api/v1/friends/{id}/status,V6-TASK-051,Hoy recibe el otro usuario por query; la relacion tiene identidad y va en el path.
DELETE,/api/v1/friends/{friend_id},unfriend_user,api,student,current_active_user,,app.routes.friendshipRoute,prefix,/api/v1/friends,app/static/js/community_feed.js|app/static/js/userProfile.js,rest,DELETE /api/v1/friends/{id},V6-TASK-051,
GET,/api/v1/jobs/board,list_job_board_postings,api,student,current_active_user,List,app.routes.jobRoute,exact,/api/v1/jobs/board,app/static/js/jobs.js,rest,GET /api/v1/job-postings,V4-TASK-049,board es la pantalla y no el recurso. Coleccion con limite de servidor (TASK-041).
GET,/api/v1/jobs/keywords,get_job_keywords,api,student,current_active_user,KeywordsResponse,app.routes.jobRoute,exact,/api/v1/jobs/keywords,app/static/js/jobs.js,rest,GET /api/v1/cv-analyses,V4-TASK-049,Historial de analisis del actor; es la coleccion de 5.2 leida.
POST,/api/v1/jobs/keywords/analyze,start_cv_analysis,api,student,current_active_user|current_ai_user,JobInitResponse,app.routes.jobRoute,exact,/api/v1/jobs/keywords/analyze,app/static/js/jobs.js,rest,POST /api/v1/cv-analyses,V4-TASK-049,Correspondencia explicita en 5.2 del plan 08; 202 e Idempotency-Key. Durable por TASK-054.
GET,/api/v1/jobs/keywords/{job_id},get_job_status,api,student,current_active_user,JobStatusResponse,app.routes.jobRoute,prefix,/api/v1/jobs/keywords,app/static/js/jobs.js,rest,GET /api/v1/cv-analyses/{id},V4-TASK-049,Correspondencia explicita en 5.2 del plan 08.
POST,/api/v1/jobs/search,search_jobs,api,student,current_active_user,JobSearchResultsResponse,app.routes.jobRoute,exact,/api/v1/jobs/search,app/static/js/jobs.js,rest,POST /api/v1/job-searches,V4-TASK-049,Correspondencia explicita en 5.2 del plan 08. Scraper fuera del event loop por TASK-020.
GET,/api/v1/me/roadmaps,get_my_roadmaps,api,student,current_active_user,list,app.routes.roadmapRoute,exact,/api/v1/me/roadmaps,app/static/js/roadmaps_list.js,rest,GET /api/v1/roadmaps?saved_by=me,V3-TASK-048,Es la misma coleccion filtrada por la relacion de guardado; no un espacio /me aparte.
GET,/api/v1/posts,get_all_posts,api,student,current_active_user,list,app.routes.postRoute,none,,,retire,GET /api/v1/communities/{id}/posts,V6-TASK-051,SIN CONSUMIDOR: API de posts legacy anterior a las comunidades. Verificar cero trafico antes de retirar (TASK-059).
POST,/api/v1/posts,create_post,api,student,current_active_user,PostCreate,app.routes.postRoute,none,,,retire,POST /api/v1/communities/{id}/posts,V6-TASK-051,SIN CONSUMIDOR: API de posts legacy. Verificar cero trafico antes de retirar (TASK-059).
GET,/api/v1/posts/{post_id},get_post,api,student,current_active_user,PostRead,app.routes.postRoute,none,,,retire,GET /api/v1/community-posts/{id},V6-TASK-051,SIN CONSUMIDOR: API de posts legacy. Verificar cero trafico antes de retirar (TASK-059).
GET,/api/v1/profile,read_profile,api,student,current_active_user,UserRead,app.routes.profileRoute,exact,/api/v1/profile,app/static/js/career_lab.js|app/static/js/community_feed.js|app/static/js/resource_detail.js|app/static/js/userProfile.js,rest,GET /api/v1/users/me,V2-TASK-047,Correspondencia explicita en 5.2 del plan 08. Colisiona con el GET /users/me de fastapi-users: la vertical debe dejar uno solo.
PATCH,/api/v1/profile,update_profile,api,student,current_active_user,UserRead,app.routes.profileRoute,exact,/api/v1/profile,app/static/js/career_lab.js|app/static/js/community_feed.js|app/static/js/resource_detail.js|app/static/js/userProfile.js,rest,PATCH /api/v1/users/me,V2-TASK-047,Correspondencia explicita en 5.2 del plan 08. Misma colision que el GET.
GET,/api/v1/profile/cv,list_resumes,api,student,current_active_user,list,app.routes.resumeRoute,exact,/api/v1/profile/cv,app/static/js/career_lab.js|app/static/js/resource_detail.js|app/static/js/userProfile.js,rest,GET /api/v1/resumes,V2-TASK-047,Correspondencia explicita en 5.2 del plan 08.
GET,/api/v1/profile/cv/course-audit-attempts,get_course_audit_attempts,api,student,current_active_user,ResumeCourseAuditAttemptsRead,app.routes.resumeRoute,exact,/api/v1/profile/cv/course-audit-attempts,app/static/js/resource_detail.js,rest,GET /api/v1/resume-course-audits,V2-TASK-047,Correspondencia explicita en 5.2 del plan 08; historial paginado.
POST,/api/v1/profile/cv/course-audit-upload,upload_resume_for_course_audit,api,student,current_active_user|current_ai_user,ResumeCourseAuditRead,app.routes.resumeRoute,exact,/api/v1/profile/cv/course-audit-upload,app/static/js/resource_detail.js,rest,POST /api/v1/resume-course-audits,V2-TASK-047,Correspondencia explicita en 5.2 del plan 08; crea auditoria/job.
POST,/api/v1/profile/cv/upload,upload_resume,api,student,current_active_user,,app.routes.resumeRoute,exact,/api/v1/profile/cv/upload,app/static/js/career_lab.js|app/static/js/userProfile.js,rest,POST /api/v1/resumes,V2-TASK-047,Correspondencia explicita en 5.2 del plan 08; multipart y 201. Exige Idempotency-Key: dispara IA.
DELETE,/api/v1/profile/cv/{resume_id},delete_resume,api,student,current_active_user,,app.routes.resumeRoute,prefix,/api/v1/profile/cv,app/static/js/career_lab.js|app/static/js/resource_detail.js|app/static/js/userProfile.js,rest,DELETE /api/v1/resumes/{id},V2-TASK-047,Correspondencia explicita en 5.2 del plan 08; ownership obligatorio.
GET,/api/v1/profile/cv/{resume_id}/similar,find_similar_resumes,api,student,current_active_user,,app.routes.resumeRoute,prefix,/api/v1/profile/cv,app/static/js/career_lab.js|app/static/js/resource_detail.js|app/static/js/userProfile.js,rest,GET /api/v1/resumes/{id}/similar-job-postings,V2-TASK-047,similar no dice similar a que; embeddings sin regenerar por TASK-021.
POST,/api/v1/projects/{project_id}/submit,submit_project,api,student,current_active_user,ProjectSubmissionRead,app.routes.roadmapRoute,prefix,/api/v1/projects,app/static/js/roadmap_detail.js,rest,POST /api/v1/projects/{id}/submissions,V3-TASK-048,Crea una entrega con identidad en vez de un efecto anonimo.
GET,/api/v1/questionnaire,get_questionnaire,api,student,current_active_user,QuestionnaireRead,app.routes.questionnaireRoute,exact,/api/v1/questionnaire,app/static/js/questionnaire.js|app/static/js/userProfile.js,rest,GET /api/v1/questionnaire,V2-TASK-047,Debe declarar la version del cuestionario que sirve (TASK-030).
POST,/api/v1/questionnaire,submit_questionnaire,api,student,current_active_user,QuestionnaireResult,app.routes.questionnaireRoute,exact,/api/v1/questionnaire,app/static/js/questionnaire.js|app/static/js/userProfile.js,rest,POST /api/v1/questionnaire/responses,V2-TASK-047,Enviar respuestas crea el recurso respuesta; respeta la version historica (TASK-030).
GET,/api/v1/questionnaire/profile,get_user_profile,api,student,current_active_user,,app.routes.questionnaireRoute,exact,/api/v1/questionnaire/profile,app/static/js/userProfile.js,rest,GET /api/v1/questionnaire/profile,V2-TASK-047,Proyeccion derivada de las respuestas.
GET,/api/v1/resources,get_resources,api,student,current_active_user,list,app.routes.resourceRoute,exact,/api/v1/resources,app/static/js/resource_detail.js,rest,GET /api/v1/resources,V3-TASK-048,Coleccion: exige limite de servidor y paginacion (TASK-041).
GET,/api/v1/resources/file,get_resource_file,api,student,current_active_user,,app.routes.resourceRoute,prefix,/api/v1/resources,app/static/js/resource_detail.js,rest,GET /api/v1/resources/{id}/file,V3-TASK-048,Correspondencia explicita en 5.2 del plan 08: autorizacion por entidad y no por key (TASK-008).
PATCH,/api/v1/resources/lessons/{lesson_id}/progress,patch_lesson_progress,api,student,current_active_user,ResourceProgressRead,app.routes.resourceRoute,prefix,/api/v1/resources/lessons,app/static/js/resource_detail.js,rest,PUT /api/v1/lessons/{id}/progress/me,V3-TASK-048,Progreso del actor sobre la leccion: relacion idempotente. Consultas agrupadas por TASK-018.
GET,/api/v1/resources/{resource_id},get_resource,api,student,current_active_user,ResourceDetailRead,app.routes.resourceRoute,prefix,/api/v1/resources,app/static/js/resource_detail.js,rest,GET /api/v1/resources/{id},V3-TASK-048,
GET,/api/v1/resources/{resource_id}/outline,get_resource_outline,api,student,current_active_user,,app.routes.resourceRoute,prefix,/api/v1/resources,app/static/js/resource_detail.js,rest,GET /api/v1/resources/{id}/outline,V3-TASK-048,
GET,/api/v1/resources/{resource_id}/progress,get_resource_progress,api,student,current_active_user,ResourceProgressRead,app.routes.resourceRoute,prefix,/api/v1/resources,app/static/js/resource_detail.js,rest,GET /api/v1/resources/{id}/progress/me,V3-TASK-048,Es el progreso del actor y no del recurso; hacerlo explicito evita leerlo como global.
GET,/api/v1/roadmaps,list_roadmaps,api,student,current_active_user,list,app.routes.roadmapRoute,exact,/api/v1/roadmaps,app/static/js/roadmap_detail.js,rest,GET /api/v1/roadmaps,V3-TASK-048,Coleccion: exige limite de servidor y paginacion (TASK-041).
GET,/api/v1/roadmaps/{slug},get_roadmap,api,student,current_active_user,RoadmapDetailRead,app.routes.roadmapRoute,prefix,/api/v1/roadmaps,app/static/js/roadmap_detail.js,rest,GET /api/v1/roadmaps/{slug},V3-TASK-048,
DELETE,/api/v1/roadmaps/{slug}/save,unsave_roadmap,api,student,current_active_user,SaveRoadmapResponse,app.routes.roadmapRoute,prefix,/api/v1/roadmaps,app/static/js/roadmap_detail.js,rest,DELETE /api/v1/roadmaps/{slug}/saves/me,V3-TASK-048,Correspondencia explicita en 5.2 del plan 08.
POST,/api/v1/roadmaps/{slug}/save,save_roadmap,api,student,current_active_user,SaveRoadmapResponse,app.routes.roadmapRoute,prefix,/api/v1/roadmaps,app/static/js/roadmap_detail.js,rest,PUT /api/v1/roadmaps/{slug}/saves/me,V3-TASK-048,Correspondencia explicita en 5.2 del plan 08; relacion idempotente.
GET,/api/v1/students_dashboard,get_students_dashboard,api,student,current_active_user,Dict,app.routes.dashboardRoute,exact,/api/v1/students_dashboard,app/static/js/dashboard.js,rest,GET /api/v1/dashboard/student,V3-TASK-048,Correspondencia explicita en 5.2 del plan 08. Absorbe dashboard/stats: un solo presenter calculado en DB (TASK-025).
PATCH,/api/v1/tasks/{task_id}/progress,patch_task_progress,api,student,current_active_user,TaskProgressUpdateResponse,app.routes.roadmapRoute,prefix,/api/v1/tasks,app/static/js/roadmap_detail.js,rest,PUT /api/v1/tasks/{id}/progress/me,V3-TASK-048,Progreso del actor sobre la tarea: relacion idempotente.
POST,/api/v1/upload_post,upload_file,api,student,current_active_user,,app.routes.postRoute,none,,,retire,POST /api/v1/communities/{id}/posts,V6-TASK-051,SIN CONSUMIDOR: API de posts legacy. Verificar cero trafico antes de retirar (TASK-059).
GET,/api/v1/users/me,users:current_user,api,student,fastapi_users:current_active_user,UserRead,fastapi_users.router.users,exact,/api/v1/users/me,app/static/js/admin.js,rest,GET /api/v1/users/me,V1-TASK-046,Generado por fastapi-users. Colisiona con GET /api/v1/profile: TASK-047 debe dejar un unico contrato.
PATCH,/api/v1/users/me,users:patch_current_user,api,student,fastapi_users:current_active_user,UserRead,fastapi_users.router.users,exact,/api/v1/users/me,app/static/js/admin.js,rest,PATCH /api/v1/users/me,V1-TASK-046,Generado por fastapi-users. Misma colision que el GET.
DELETE,/api/v1/users/{id},users:delete_user,api,admin,fastapi_users:current_superuser,,fastapi_users.router.users,prefix,/api/v1/users,app/static/js/admin.js,rest,DELETE /api/v1/admin/users/{id},V8-TASK-053,Generado por fastapi-users y exige superuser: pertenece al contrato de admin y duplica DELETE /admin/users/{user_id}.
GET,/api/v1/users/{id},users:user,api,admin,fastapi_users:current_superuser,UserRead,fastapi_users.router.users,prefix,/api/v1/users,app/static/js/admin.js,rest,GET /api/v1/admin/users/{id},V8-TASK-053,Generado por fastapi-users y exige superuser: pertenece al contrato de admin.
PATCH,/api/v1/users/{id},users:patch_user,api,admin,fastapi_users:current_superuser,UserRead,fastapi_users.router.users,prefix,/api/v1/users,app/static/js/admin.js,rest,PATCH /api/v1/admin/users/{id},V8-TASK-053,Generado por fastapi-users y exige superuser: converge con el PATCH de admin que absorbe los dos toggles.
POST,/auth/jwt/login,auth:jwt.login,api,public,,,fastapi_users.router.auth,exact,/auth/jwt/login,app/static/js/admin_login.js|app/static/js/login.js,rest,POST /api/v1/auth/session,V1-TASK-046,6.2 del plan 08; TASK-042. Ademas sale del prefijo /api/v1: hoy es la unica ruta de API fuera de el.
POST,/auth/jwt/logout,auth:jwt.logout,api,student,current_user_token_dependency,,fastapi_users.router.auth,exact,/auth/jwt/logout,app/static/js/base.js,rest,DELETE /api/v1/auth/session,V1-TASK-046,Par simetrico del anterior; TASK-042.
GET,/career-lab,career_lab,view,student:optional,current_active_user_optional,,app.views.views,exact,/career-lab,app/templates/includes/sidebar.html,retire,SPA /career-lab,V7-TASK-052,
GET,/community,community,view,student:optional,current_active_user_optional,,app.views.views,exact,/community,app/static/js/community.js|app/static/js/community_feed.js|app/templates/community_feed.html|app/templates/dashboard.html|app/templates/includes/navbar.html|app/templates/includes/sidebar.html,retire,SPA /community,V6-TASK-051,
GET,/community/{community_id},community_feed,view,student:optional,current_active_user_optional,,app.views.views,prefix,/community,app/static/js/community.js|app/static/js/community_feed.js|app/templates/community_feed.html|app/templates/dashboard.html|app/templates/includes/navbar.html|app/templates/includes/sidebar.html,retire,SPA /community/:communityId,V6-TASK-051,
GET,/company-candidates,company_candidates_page,view,recruiter:optional,current_active_company_optional|current_active_company_recruiter_optional,,app.views.views,exact,/company-candidates,app/static/js/company-dashboard.js|app/templates/company-dashboard.html|app/templates/includes/company_header.html,retire,SPA /company/candidates,V5-TASK-050,
GET,/company-dashboard,company_dashboard,view,recruiter:optional,current_active_company_optional|current_active_company_recruiter_optional,,app.views.views,exact,/company-dashboard,app/static/js/login.js|app/templates/company-candidates.html|app/templates/includes/company_header.html,retire,SPA /company/dashboard,V5-TASK-050,
GET,/company-team,company_team_page,view,recruiter:optional,current_active_company_optional|current_active_company_recruiter_optional,,app.views.views,exact,/company-team,app/templates/includes/company_header.html,retire,SPA /company/team,V5-TASK-050,
GET,/dashboard,dashboard,view,student:optional,current_active_user_optional,,app.views.views,exact,/dashboard,app/static/js/login.js|app/static/js/questionnaire.js|app/templates/includes/navbar.html|app/templates/includes/sidebar.html|app/templates/userProfile.html,retire,SPA /dashboard,V3-TASK-048,
GET,/docs,swagger_ui_html,asset,public,,,fastapi.applications,none,,,platform,GET /docs,,Generado por FastAPI. Detras del proxy queda accesible; decidir su exposicion publica es parte de TASK-036.
GET,/docs/oauth2-redirect,swagger_ui_redirect,asset,public,,,fastapi.applications,none,,,platform,GET /docs/oauth2-redirect,,Generado por FastAPI.
GET,/favicon.ico,favicon,api,public,,,app.app,exact,/favicon.ico,app/templates/base.html,retire,frontend Nginx,V1-TASK-046,Estatico: pasa al servicio frontend que sirve el bundle.
GET,/home,home,view,public,,,app.views.views,none,,,retire,SPA /,V1-TASK-046,SIN CONSUMIDOR y duplica la home de /. Verificar cero trafico antes de retirar (TASK-059).
GET,/jobs,jobs_board,view,student:optional,current_active_user_optional,,app.views.views,exact,/jobs,app/static/js/company-dashboard.js|app/static/js/jobs.js|app/templates/company-dashboard.html|app/templates/dashboard.html|app/templates/includes/navbar.html|app/templates/includes/sidebar.html,retire,SPA /jobs,V4-TASK-049,
GET,/login,login,view,public,,,app.views.views,exact,/login,app/static/js/admin_login.js|app/static/js/base.js|app/static/js/career_lab.js|app/static/js/community_feed.js|app/static/js/company-candidates.js|app/static/js/company-dashboard.js|app/static/js/dashboard.js|app/static/js/jobs.js|app/static/js/login.js|app/static/js/questionnaire.js|app/static/js/register.js|app/static/js/resource_detail.js|app/static/js/userProfile.js|app/templates/about.html|app/templates/home.html|app/templates/register.html,retire,SPA /login,V1-TASK-046,
GET,/openapi.json,openapi,asset,public,,,fastapi.applications,none,,,platform,GET /openapi.json,,Generado por FastAPI. Es la fuente de verdad del contrato y lo exporta CI (TASK-043).
GET,/questionnaire,questionnaire,view,student:optional,current_active_user_optional,,app.views.views,exact,/questionnaire,app/static/js/questionnaire.js|app/static/js/userProfile.js|app/templates/dashboard.html|app/templates/userProfile.html,retire,SPA /questionnaire,V2-TASK-047,
GET,/redoc,redoc_html,asset,public,,,fastapi.applications,none,,,platform,GET /redoc,,Generado por FastAPI.
GET,/register,register_page,view,public,,,app.views.views,exact,/register,app/static/js/register.js|app/templates/about.html|app/templates/home.html|app/templates/login.html,retire,SPA /register,V1-TASK-046,
GET,/resources,resources,view,student:optional,current_active_user_optional,,app.views.views,exact,/resources,app/static/js/admin.js|app/static/js/dashboard.js|app/static/js/resource_detail.js|app/templates/career_lab.html|app/templates/dashboard.html|app/templates/home.html|app/templates/includes/navbar.html|app/templates/includes/sidebar.html|app/templates/resource_detail.html|app/templates/resources.html,retire,SPA /resources,V3-TASK-048,
GET,/resources/{resource_id},resource_detail,view,student:optional,current_active_user_optional,,app.views.views,prefix,/resources,app/static/js/admin.js|app/static/js/dashboard.js|app/static/js/resource_detail.js|app/templates/career_lab.html|app/templates/dashboard.html|app/templates/home.html|app/templates/includes/navbar.html|app/templates/includes/sidebar.html|app/templates/resource_detail.html|app/templates/resources.html,retire,SPA /resources/:resourceId,V3-TASK-048,
GET,/roadmap,roadmap_redirect,view,student:optional,current_active_user_optional,,app.views.views,exact,/roadmap,app/static/js/roadmap_detail.js|app/static/js/roadmaps_list.js|app/templates/home.html|app/templates/includes/navbar.html|app/templates/includes/sidebar.html|app/templates/roadmaps_list.html,retire,SPA /roadmaps,V3-TASK-048,Redirect legacy al listado.
GET,/roadmaps,roadmaps_page,view,student:optional,current_active_user_optional,,app.views.views,exact,/roadmaps,app/static/js/roadmap_detail.js|app/static/js/roadmaps_list.js|app/templates/includes/navbar.html|app/templates/includes/sidebar.html|app/templates/roadmaps_list.html,retire,SPA /roadmaps,V3-TASK-048,
GET,/roadmaps/{slug},roadmap_detail_page,view,student:optional,current_active_user_optional,,app.views.views,prefix,/roadmaps,app/static/js/roadmap_detail.js|app/static/js/roadmaps_list.js|app/templates/includes/navbar.html|app/templates/includes/sidebar.html|app/templates/roadmaps_list.html,retire,SPA /roadmaps/:slug,V3-TASK-048,
GET,/robots.txt,robots,api,public,,,app.app,none,,,retire,frontend Nginx,V1-TASK-046,Estatico: pasa al servicio frontend.
GET,/sitemap.xml,sitemap,api,public,,,app.app,none,,,retire,frontend Nginx,V1-TASK-046,ACOPLAMIENTO: _build_sitemap_xml deriva lastmod del mtime de app/templates/*.html. TASK-059 borra esas plantillas y lastmod desapareceria en silencio. Mover el sitemap al frontend antes de retirar Jinja.
GET,/user-profile,user_profile,view,student:optional,current_active_user_optional,,app.views.views,exact,/user-profile,app/static/js/jobs.js|app/templates/career_lab.html|app/templates/dashboard.html|app/templates/includes/sidebar.html|app/templates/jobs.html,retire,SPA /profile,V2-TASK-047,
